timestamp,cpu_percent,memory_percent,memory_used_gb,disk_percent,disk_free_gb,process_count,temperature,network_sent_mb,network_recv_mb
2025-06-27T09:36:51.297114,32.1,49.4,15.722236633300781,90.21666403076206,61.11518096923828,255,0,1563.6630935668945,64316.802545547485
2025-06-27T09:37:37.579272,44.0,49.9,15.890056610107422,90.21665670286787,61.11522674560547,256,0,1564.005464553833,64317.353258132935
2025-06-27T09:38:23.608075,41.1,50.1,15.957473754882812,90.21665670286787,61.11522674560547,258,0,1564.8180379867554,64317.98093700409
2025-06-27T09:39:09.638264,46.4,50.2,15.993038177490234,90.21665670286787,61.11522674560547,260,0,1565.187014579773,64318.42545795441
2025-06-27T09:39:55.675702,39.4,49.7,15.829845428466797,90.21665731352572,61.1152229309082,255,0,1565.5858993530273,64318.89198112488
2025-06-27T09:40:41.707362,45.4,49.7,15.826026916503906,90.21665731352572,61.1152229309082,255,0,1565.9809303283691,64319.306297302246
2025-06-27T09:41:27.741380,27.9,49.5,15.749229431152344,90.21665731352572,61.1152229309082,256,0,1566.1829328536987,64319.515738487244
2025-06-27T09:42:13.767459,49.3,50.0,15.926071166992188,90.21665792418356,61.11521911621094,254,0,1566.5059623718262,64319.763610839844
2025-06-27T09:42:59.805968,50.8,50.5,16.072311401367188,90.21665853484141,61.11521530151367,260,0,1566.9896955490112,64320.2757434845
2025-06-27T09:43:45.836462,32.9,49.9,15.890727996826172,90.21665853484141,61.11521530151367,258,0,1567.5287551879883,64321.582540512085
2025-06-27T09:44:31.863406,24.2,39.2,12.464923858642578,90.21665914549926,61.115211486816406,272,0,1568.961088180542,64345.143582344055
2025-06-27T09:45:17.887394,44.5,46.7,14.874725341796875,90.21681486325083,61.11423873901367,275,0,1569.703670501709,64352.58504009247
2025-06-27T09:46:03.921124,57.8,55.8,17.758251190185547,90.21717576203979,61.11198425292969,274,0,1570.1462450027466,64360.74614715576
2025-06-27T09:46:49.960723,43.3,53.5,17.03832244873047,90.2173381970277,61.11096954345703,274,0,1570.7727346420288,64369.43890285492
2025-06-27T09:47:35.991877,28.1,54.7,17.405563354492188,90.21752627964528,61.10979461669922,274,0,1571.2881088256836,64374.93265914917
2025-06-27T09:48:22.018848,37.6,55.7,17.74156951904297,90.21763436608461,61.1091194152832,274,0,1572.1064682006836,64382.082688331604
2025-06-27T09:49:08.048804,48.8,56.8,18.068992614746094,90.2178102355452,61.1080207824707,276,0,1572.8266458511353,64390.43069648743
2025-06-27T09:49:54.079848,41.5,58.3,18.57410430908203,90.21800931000408,61.10677719116211,273,0,1573.5188655853271,64396.6144361496
2025-06-27T09:50:40.114236,47.9,58.9,18.759532928466797,90.21821998696208,61.10546112060547,268,0,1574.0933561325073,64398.31448173523
2025-06-27T09:51:26.147971,46.0,59.9,19.073497772216797,90.21841967207881,61.10421371459961,267,0,1574.5709552764893,64403.394203186035
2025-06-27T09:52:12.340860,44.7,60.5,19.276172637939453,90.21862241048478,61.10294723510742,270,0,1575.3583908081055,64409.46997642517
2025-06-27T09:52:58.372448,46.0,60.7,19.322860717773438,90.2189594936176,61.1008415222168,269,0,1576.1358661651611,64414.59479045868
2025-06-27T09:53:44.412748,39.6,61.3,19.529273986816406,90.219083457161,61.100067138671875,268,0,1577.1794595718384,64422.8042678833
2025-06-27T09:54:30.455468,42.5,61.9,19.70969009399414,90.21931978174868,61.09859085083008,267,0,1577.8538818359375,64428.86852455139
2025-06-27T09:55:16.490412,41.1,61.1,19.45388412475586,90.21942603621447,61.09792709350586,265,0,1578.495111465454,64436.50855255127
2025-06-27T09:56:02.528339,45.1,60.8,19.36440658569336,90.21985410736683,61.095252990722656,264,0,1579.4958429336548,64443.53820896149
2025-06-27T09:56:48.560417,40.1,60.9,19.37946319580078,90.21995486591197,61.09462356567383,267,0,1580.035885810852,64446.895792007446
2025-06-27T09:57:34.593889,38.4,61.0,19.412986755371094,90.2200867680074,61.09379959106445,264,0,1580.5099716186523,64447.174944877625
2025-06-27T09:58:20.636899,44.6,61.2,19.47565460205078,90.22026813338866,61.09266662597656,270,0,1581.5419082641602,64467.28395462036
2025-06-27T09:59:06.670021,48.3,61.3,19.505496978759766,90.22035606811896,61.09211730957031,269,0,1581.988639831543,64476.300201416016
2025-06-27T09:59:52.705100,35.6,60.9,19.38866424560547,90.22047331442602,61.09138488769531,265,0,1582.4657516479492,64481.19640159607
2025-06-27T10:00:38.739849,43.4,64.1,20.40271759033203,90.22093497176009,61.0885009765625,266,0,1582.9627046585083,64485.943594932556
2025-06-27T10:01:24.774797,52.7,57.0,18.134464263916016,90.22108214030177,61.087581634521484,266,0,1583.2983169555664,64488.019293785095
2025-06-27T10:02:10.809483,26.1,41.4,13.178092956542969,90.22101863188546,61.08797836303711,262,0,1583.738182067871,64501.59787940979
2025-06-27T10:02:56.857589,27.0,41.5,13.2254638671875,90.22101863188546,61.08797836303711,263,0,1583.8221111297607,64505.02474784851
2025-06-27T10:03:42.888810,20.5,41.5,13.20621109008789,90.22101863188546,61.08797836303711,262,0,1584.240792274475,64511.851236343384
2025-06-27T10:04:28.923496,19.0,41.5,13.211700439453125,90.22101924254329,61.087974548339844,262,0,1584.390676498413,64517.54545211792
2025-06-27T10:05:14.967751,22.3,41.4,13.182144165039062,90.22101924254329,61.087974548339844,260,0,1584.471905708313,64522.69033432007
2025-06-27T10:06:01.008369,20.2,41.5,13.227275848388672,90.22101924254329,61.087974548339844,265,0,1584.543734550476,64527.63196372986
2025-06-27T10:06:47.045678,23.4,41.6,13.237857818603516,90.22101924254329,61.087974548339844,265,0,1584.674220085144,64533.85354423523
